name,na,nc,ns,fs,fc,pitch,element_width,aperture_width,zlims,angles_range,RF,IQ,type,source,set,path
TSH155,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH155.hdf5
TSH156,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH156.hdf5
TSH157,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH157.hdf5
TSH158,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH158.hdf5
TSH159,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH159.hdf5
TSH160,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH160.hdf5
TSH161,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH161.hdf5
TSH162,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH162.hdf5
TSH163,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH163.hdf5
TSH164,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH164.hdf5
TSH165,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH165.hdf5
TSH166,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH166.hdf5
TSH167,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH167.hdf5
TSH168,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH168.hdf5
TSH169,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH169.hdf5
TSH170,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH170.hdf5
TSH171,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH171.hdf5
TSH172,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH172.hdf5
TSH173,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH173.hdf5
TSH174,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH174.hdf5
TSH175,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH175.hdf5
TSH176,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH176.hdf5
TSH177,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH177.hdf5
TSH178,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH178.hdf5
TSH179,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH179.hdf5
TSH180,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH180.hdf5
TSH181,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH181.hdf5
TSH182,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH182.hdf5
TSH183,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH183.hdf5
TSH184,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH184.hdf5
TSH185,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH185.hdf5
TSH186,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH186.hdf5
TSH187,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH187.hdf5
TSH188,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH188.hdf5
TSH189,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH189.hdf5
TSH190,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH190.hdf5
TSH191,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH191.hdf5
TSH192,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH192.hdf5
TSH193,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH193.hdf5
TSH194,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH194.hdf5
TSH195,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH195.hdf5
TSH196,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH196.hdf5
TSH197,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH197.hdf5
TSH198,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH198.hdf5
TSH199,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH199.hdf5
TSH200,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH200.hdf5
TSH201,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH201.hdf5
TSH202,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH202.hdf5
TSH203,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH203.hdf5
TSH204,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH204.hdf5
TSH205,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH205.hdf5
TSH206,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH206.hdf5
TSH207,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH207.hdf5
TSH208,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH208.hdf5
TSH209,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH209.hdf5
TSH210,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH210.hdf5
TSH211,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH211.hdf5
TSH212,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH212.hdf5
TSH213,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH213.hdf5
TSH214,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH214.hdf5
TSH215,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH215.hdf5
TSH216,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH216.hdf5
TSH217,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH217.hdf5
TSH218,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH218.hdf5
TSH219,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH219.hdf5
TSH220,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH220.hdf5
TSH221,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH221.hdf5
TSH222,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH222.hdf5
TSH223,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH223.hdf5
TSH224,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH224.hdf5
TSH225,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH225.hdf5
TSH226,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH226.hdf5
TSH227,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH227.hdf5
TSH228,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH228.hdf5
TSH229,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH229.hdf5
TSH230,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH230.hdf5
TSH231,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH231.hdf5
TSH232,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH232.hdf5
TSH233,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH233.hdf5
TSH234,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH234.hdf5
TSH235,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH235.hdf5
TSH236,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH236.hdf5
TSH237,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH237.hdf5
TSH238,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH238.hdf5
TSH239,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH239.hdf5
TSH240,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH240.hdf5
TSH241,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH241.hdf5
TSH242,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH242.hdf5
TSH243,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH243.hdf5
TSH244,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH244.hdf5
TSH245,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH245.hdf5
TSH246,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH246.hdf5
TSH247,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH247.hdf5
TSH248,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH248.hdf5
TSH249,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH249.hdf5
TSH250,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH250.hdf5
TSH251,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH251.hdf5
TSH252,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH252.hdf5
TSH253,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH253.hdf5
TSH254,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH254.hdf5
TSH255,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH255.hdf5
TSH256,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH256.hdf5
TSH257,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH257.hdf5
TSH258,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH258.hdf5
TSH259,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH259.hdf5
TSH260,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH260.hdf5
TSH261,31,128,2048,6.25,7.5,0.3,0.27,38.37,"[10e-3, 40e-3]","[-15, 15]",1,1,in vivo,CUBDL,Additional CUBDL Data,/mnt/g/memoria_data/data/CUBDL/3_Additional_CUBDL_Data/TSH/TSH261.hdf5
